model,query,image_id,transform,level,label,cosine
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,1.0,blur_1px,0.90406
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,2.0,blur_2px,0.65093
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,4.0,blur_4px,0.300892
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,0.2,saturation_0.2x,0.957001
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,0.4,saturation_0.4x,0.980003
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,0.7,saturation_0.7x,0.995328
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,1.3,saturation_1.3x,0.995044
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,1.7,saturation_1.7x,0.972483
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,2.5,saturation_2.5x,0.898883
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,-0.3,hue_-0.3,0.837303
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,-0.15,hue_-0.15,0.86802
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,0.15,hue_0.15,0.834327
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,0.3,hue_0.3,0.811372
